Verkaeufer;Umsatzgruppe;Gesamt Umsatz;Umsatz Januar 2013;Umsatz Februar 2013;Umsatz M?z 2013;Umsatz April 2013;Umsatz Mai 2013;Umsatz Juni 2013;Umsatz Juli 2013;Umsatz August 2013;Umsatz September 2013;Umsatz Oktober 2013;Umsatz November 2013;Umsatz Dezember 2013;Umsatz Januar 2014;Umsatz Februar 2014;Umsatz M?z 2014;Umsatz April 2014;Umsatz Mai 2014;Umsatz Juni 2014;Umsatz Juli 2014;Umsatz August 2014;Umsatz September 2014;Umsatz Oktober 2014;Umsatz November 2014;Umsatz Dezember 2014;Umsatz Januar 2015;Umsatz Februar 2015;Umsatz M?z 2015;Umsatz April 2015;Umsatz Mai 2015;Umsatz Juni 2015;Umsatz Juli 2015;Umsatz August 2015;Umsatz September 2015;Umsatz Oktober 2015;Umsatz November 2015;Umsatz Dezember 2015
2;161;46743,51468;25851,65633;845,0827353;656,6311102;233,3013028;1297,887073;17,47256054;331,3653226;-84,32793199;750,9388773;494,2653605;1595,144016;426,7788073;160,9581351;43,77080895;898,0827604;233,0550184;100,719884;1701,908831;15,48601679;151,1965349;1549,690884;756,8805153;548,478704;2190,408622;76,87674469;718,1300986;987,70119;4058,851971;5,93579948;43,73773639;41,62847096;20,84200386;6,486579593;9,439806701;6,178383917;0,873615851
2;162;17973,97247;13457,81013;53,37237663;-792,2308451;3907,193715;17,68481862;187,7018123;87,59132469;-120,3701916;71,57475587;4,042424323;0;75,817568;9,841582542;44,29108723;62,64350519;42,2234615;8,347028167;62,78532244;13,98113697;32,63445943;7,650752212;23,24555499;330,1633632;90,65043509;36,95980344;7,732127266;19,10230518;9,110937584;24,48799286;48,00583571;39,1698911;0,2752717;24,09722852;14,38210707;42,81204771;29,19134432
2;171;19752,80122;4043,413851;67,32566419;33,43574389;2,176877439;8,048378248;0,040610122;13,23879664;587,5264156;14,30563521;73,6835861;37,98658986;38,68844926;9,590261435;2,488999111;7,017519098;254,8903803;81,82763836;0,476028186;13606,57233;63,57735019;25,25032309;71,73511684;40,82032094;18,14370668;30,08602635;12,13060968;35,41912808;76,2398485;74,72783131;239,7164809;0,672681087;22,43197434;62,0878696;26,01280232;58,34143718;12,67395477
2;172;1199,534999;214,1656708;20,53087038;51,58028838;1,239949454;50,88430496;53,16723253;52,22737233;10,49375438;3,236284596;10,95983654;66,53476302;10,79539369;19,90336153;33,02370846;32,54362077;10,00408983;36,73340688;1,426393723;17,11259607;48,30879331;11,472962;8,445580829;13,52962935;43,85434772;11,2031726;63,9070933;10,46290126;27,98157;15,60537818;57,33349967;25,32341784;40,01332466;2,589298543;21,48081377;35,49889676;65,9614209
2;181;5804,888645;524,5859033;389,3990575;83,37728383;215,9885407;287,7205629;227,7144678;514,6047073;70,48056144;273,3154481;51,45950477;15,02061633;786,7261508;48,29547303;126,2570622;150,8805656;264,0762062;0,133331542;27,62021327;214,6159392;433,2986012;107,7962987;43,66871002;189,3801168;133,458842;125,1564466;141,7619728;25,08369602;13,45316425;174,9700601;19,12754436;24,21681764;29,29597568;30,48254389;15,82446395;0,95917952;24,68261598
2;191;1413,102944;294,7356538;46,11034534;7,790900419;1,568176175;46,31007915;67,99509431;147,5828685;13,24675129;29,84951873;55,08963895;15,29737931;3,060586268;18,10605543;80,64319767;55,34835893;4,311333303;2,403581484;15,11466821;43,02626473;0,537732461;76,98313992;39,67725526;55,98181864;0,518103153;10,98684409;2,044573941;20,15989422;46,59437477;6,671410414;61,31521235;8,370241711;34,99511817;34,9409928;2,401018347;59,25658897;4,078173161
2;201;13668,9866;5098,038933;260,3315411;375,0608554;153,8985657;299,5210104;790,1813145;257,9707954;337,0220435;801,3235707;1033,092428;16,13537798;160,4357135;494,4871606;82,17038363;559,0389894;146,0763968;250,9727678;164,4874128;72,1455538;690,6598117;-392,1500986;345,9595554;143,6274285;212,0676817;118,7651512;454,6263239;180,4583703;183,2589979;110,0188505;59,12601553;66,29697303;52,19069994;43,66419708;17,32810224;17,89429362;12,80342735
2;211;1899,460529;309,0769359;116,9797052;24,85116328;5,34057395;229,6143441;55,55881444;-41,29104657;188,3076452;6,597186846;108,9174617;46,24428625;4,79926313;26,19596796;89,74221034;140,2784732;9,50654454;9,462817492;6,37053497;103,62795;12,05024192;2,475276668;2,93498368;71,58649686;17,52942276;1,917413376;44,09889331;26,40517059;6,536141856;33,17680361;7,905476592;80,28456792;14,93585815;11,87081864;28,64587924;19,28556092;77,64069123
2;212;4076,531253;1711,496884;27,46603159;27,72881455;120,3910891;3,603531128;2,227001428;298,7499842;81,84143907;46,58530121;59,38567239;136,2426519;87,03008303;185,2707213;54,55269591;26,90497647;4,191331682;130,435993;83,44389571;0,792889878;68,36659295;162,2661751;84,14367077;115,8979471;235,8189845;38,58275595;25,50987602;26,08989892;65,11261022;9,912657301;4,301468089;0,871815849;56,44544746;46,58018779;7,083610536;27,67383965;13,53272736
2;213;1584,249926;103,9302424;112,068698;23,09193364;87,00784362;72,98089895;0,997675738;68,73420545;69,02914228;63,71886819;2,777292093;39,58240468;3,6860002;4,786993484;9,028850587;8,438309293;64,68240543;31,610117;27,66340263;38,77574731;126,5985161;2,94014089;35,50961694;125,3787232;5,693122917;0,740742979;17,18509879;6,908348506;186,2695949;92,79712901;6,657260818;65,23289652;11,39021449;28,56859576;7,031860448;1,077383036;31,67964935
2;214;787,3301885;0,210488025;11,05482598;25,26369578;28,04442124;69,32603926;17,84455482;29,89905479;30,58547831;24,11629186;8,886127265;4,191770462;15,34452285;20,60432891;5,475189411;14,29070359;24,19918858;9,660385359;35,5614554;66,46063788;64,02967341;12,58880269;38,39824127;6,432972454;12,95264029;21,55241505;45,04839301;0,520086268;1,448708451;29,81838449;17,27499607;18,39374586;9,440139099;57,77469464;3,197199635;5,368941415;2,070994629
2;223;943,8418363;105,7081855;4,407057556;5,125937296;11,37951876;4,312691993;19,41121258;0;14,35767823;25,61722405;54,45765074;4,657958949;0,337343249;22,53629842;67,07051093;4,066783334;3,435852316;14,84482999;28,27229779;9,146524229;57,44663555;4,71497484;83,8095285;144,2046647;24,39962844;20,76013217;6,133793378;0,91661471;0,722944589;5,690679842;0,984864108;44,91684978;46,84628291;60,35773722;0,100291735;14,84150214;27,84915567
2;224;10513,84646;519,8044195;47,68981798;39,59012162;1,161176881;4,792496357;71,27948307;32,86487727;31,49846549;0,131731396;126,0481256;4844,915375;23,82629904;50,67779201;10,50744376;2,746731003;8,500895003;1,444741335;39,85389538;24,37971977;78,70166026;-140,3001763;27,14094126;244,7075117;41,77682556;12,51927829;83,99094961;49,35500124;5642,279646;-1567,19891;10,55519746;3,625877029;8,143480132;74,19855187;17,0340402;13,72281478;31,8801603
2;225;872,1986176;24,67663245;7,868966528;30,03569245;12,47828058;18,58891985;52,61510084;19,61419337;28,66941007;33,35060774;27,795206;50,15728147;27,1975483;10,86287454;4,846529338;15,48820574;22,46555307;4,701931306;4,320946269;79,27117772;89,32707191;36,62105105;21,58381643;4,559143469;24,87255018;24,74462603;66,35798646;4,722836942;25,70300825;52,23439198;3,228714276;21,34344362;2,366358072;5,780532173;8,833727953;4,914301157;0
2;231;12709,21717;524,2100228;7,087849672;121,6911257;583,0425921;1663,795394;226,521442;622,2847986;1929,028564;2407,036263;47,72250749;2026,841196;68,13014955;370,2709735;203,0830483;183,9132233;70,11778512;113,5792331;398,3469146;50,90968788;76,60459632;-783,7253251;157,6568641;115,2170535;0,368475377;56,58435331;108,0837696;108,7755533;157,8003127;185,9965929;850,0214063;17,55070198;0,707156122;7,730634352;8,413052937;21,38957301;2,429630831
2;233;104681,5905;26629,33576;47,42547027;6,313871111;17912,72162;42,44161058;9524,195145;-5361,35913;14100,34535;48,78702937;23,33946225;21767,32977;190,9141493;163,815722;108,520927;113,2639532;19,03231561;99,62543302;37,02379764;3,30055172;2960,416709;-12,45605252;375,7195589;-1604,033224;22,7585281;45,31023567;204,1735224;392,2314382;135,8026683;16204,80081;301,6997249;10,24605648;5,77165671;20,31815042;54,36343765;79,09936898;8,995073746
2;234;17917,33956;1220,061857;66,8436837;2,155720279;32,52898275;44,98284282;4,863724129;14,41909284;6335,207176;35,87037985;5051,060761;4547,884652;46,79070909;33,08372764;15,11578231;13,80516366;6,417950604;4,834697946;39,4924391;3,134687795;6,891241719;8,703815547;47,06513306;13,73199684;66,68635716;16,22905944;11,16734427;8,229425782;32,72905549;34,19342336;0,215533382;27,95084227;25,17614136;18,38297115;3,865884935;42,96984686;34,59746058
2;236;1028,315477;87,50249767;24,45064061;33,39803554;27,55005898;0,138598107;2,228639494;6,936277322;21,61650441;28,11818722;26,9661145;20,49084007;9,68452501;67,44008418;22,8018492;28,12950595;18,58805437;13,6121698;56,0716658;13,2690583;97,83292075;52,03010898;1,572747182;41,59614067;21,62215001;23,41601919;29,1239642;8,655188323;23,31367975;13,67144892;11,97209878;29,58047272;5,886497593;91,62207722;32,44649466;28,01830182;6,96185982
2;241;20023,57848;1501,149975;13,27832666;233,7179294;33,11047166;48,62641107;11,41823136;66,07026766;118,1862391;15,02679626;31,94096429;3320,184627;54,34656822;9244,327389;4114,140822;124,2713335;72,03336118;205,3425901;60,34713862;18,5467758;96,63735864;53,52795566;17,68318239;-88,36002203;42,05874817;119,3788355;74,80014572;101,8899565;22,3514006;15,4888938;74,35002865;16,48290267;66,85545869;66,77846754;6,621833229;50,56118838;0,405928685
2;301;2927,483794;1409,499231;336,0708468;63,68048186;68,13347094;29,58883952;58,57054191;19,25916061;175,7204429;2,671220757;41,64249681;0,625456069;21,08741601;25,12551441;0,748732231;7,775577152;2,318703686;52,5495156;5,155758599;16,98467404;4,061153831;32,31196161;1,597000154;31,94455593;1,479579694;3,555754082;16,23951841;18,27519885;283,9290037;3,013613887;77,87646804;44,09227008;11,14978396;12,85169777;0,075912416;18,16553634;29,65670379
2;311;3521,186576;1828,59517;118,3675213;6,351338825;6,785738187;62,07611031;45,45670987;0,884329938;327,7172449;19,53880268;11,84943995;70,39806686;48,72656157;1,912059532;71,48142572;49,59795853;21,79879975;70,61907397;168,9856677;17,40751838;18,00055631;42,1755525;6,935032436;17,07469393;36,6329765;12,37633976;55,34767721;166,1578805;112,2276283;1,77968493;7,334573515;5,028545263;43,84056052;1,143778526;13,56659713;3,742138575;29,272822
2;321;1044,542973;33,65402001;57,3385633;7,552968169;0;7,603089135;45,88596896;23,76489966;28,86801935;3,083397075;32,49384231;62,1289733;51,55387084;1,453238844;62,57035502;6,740215448;0,422876302;41,62433746;123,6693143;44,5994266;48,75150495;16,84930248;30,43501847;52,00113283;4,023408522;0,031061988;38,12561995;5,028276433;36,58559521;1,910786106;68,10534193;24,23482353;40,03016672;0,924021348;17,0823083;9,163799182;16,25342941
2;322;3891,051209;1737,537401;211,8033287;64,87087274;73,69694751;90,8153377;50,02970945;41,95083027;3,292755742;11,18627851;36,72941257;183,0911874;13,16917174;4,331014884;115,1591389;5,913520761;40,96436801;9,198672384;88,50126475;1,060771766;14,11802352;50,60344655;26,03275343;123,5186918;43,23346113;56,27651217;82,46821274;199,7891307;111,2292985;93,29621457;100,5210001;59,88385389;11,58616882;7,700134799;78,3918808;26,26950913;22,83093161
2;323;4575,209171;2064,206053;59,98021474;0,175731962;28,13855276;0,194333764;2,879140946;45,91983143;402,3429219;3,179212737;28,28340974;11,07697313;89,47514511;16,22910363;0,530297298;241,6503478;38,20955375;11,76008318;95,00988405;25,87905435;21,29563743;33,5979675;1080,930897;40,5992401;28,35532035;63,66921786;14,869978;17,33174425;1,245586742;7,628567337;29,12454337;1,408290774;4,749643274;3,794903445;1,71330936;26,99487875;32,7796001
2;331;5157,650075;2502,846554;46,35568533;3,597071535;32,19291525;33,93403019;1,293112123;54,23558649;16,09420905;37,77986418;678,7151289;58,30203499;5,511184094;4,016179431;169,5590102;186,9099986;5,135474202;73,86393141;25,00651448;30,70914658;44,93677883;261,3468867;304,5480395;98,47663115;77,52102007;87,07868059;56,42644556;25,9665753;20,24910469;43,1687585;48,69609031;2,856573396;20,37434963;6,710670925;55,72781821;3,935299084;33,57272232
2;341;1259,745307;357,6911741;64,39804085;16,06165719;94,66351156;9,597921985;7,382288622;10,76574209;8,997689656;36,26592377;35,25878943;45,94310002;30,60289967;16,95606293;6,992636622;21,29298936;6,160695263;87,15367823;17,28198394;0,82248061;3,134728362;25,7066334;39,81274298;37,53828803;0,658939443;13,66124451;49,86661613;2,908730539;5,956879352;12,82578466;8,573424747;32,56109438;17,03174496;27,42710659;24,52183588;12,19043097;71,07981644
3;;743,8944447;44,37082936;39,81775694;37,32392469;3,279567888;11,71356414;31,23388445;4,908366802;12,49591735;2,163399262;15,11515173;40,57266189;2,775432203;2,260308835;0,262455871;28,50521997;64,87593559;22,83922584;41,50148115;21,55356837;20,09887687;10,44388147;5,172910636;49,10872783;44,20699926;15,61137694;15,65557451;24,62448963;32,67571279;32,16684732;3,317931585;16,16145171;14,87443339;15,64934006;2,208475347;0,773057956;13,57570503
3;101;3084,903863;199,5486538;10,72099931;1,285484107;10,36568747;11,14430228;4,23425238;48,66940151;16,37187804;17,50682228;1718,965408;16,15550162;437,8774793;4,596075722;25,98329768;40,98159901;25,21156001;0;47,79301888;13,38735779;62,16639031;3,592902775;12,960043;55,12514632;38,36316213;46,68171167;14,23711149;3,411090551;9,588413233;14,64048605;26,57793191;60,20451979;41,81763337;9,697980739;4,880302392;11,69754786;18,4627095
3;102;3366,737256;1665,837759;1,467295009;6,321390764;0,199356637;173,835625;15,86461685;45,64381444;120,8005264;2,242569277;105,2851846;10,35996428;26,9140736;197,6987251;38,73680196;30,33600212;16,46508853;134,0851689;71,51596647;37,71234585;27,22697547;37,8752217;5,740085477;150,4139008;12,98467121;6,190037244;31,77546108;2,7596862;195,8974954;68,86655347;11,86638403;40,58727088;13,33297936;14,55317693;16,30823233;26,40293775;2,633912591
3;103;6352,876483;1587,042483;374,6642472;15,91070846;873,2697617;93,67440618;5,3416031;39,72654143;69,06352157;256,3585695;40,87245568;0;51,69137913;22,79342189;513,2133872;18,53236162;1078,831982;6,219600153;3,276142787;7,99193827;9,609025412;56,96079232;2,047930241;577,9115933;4,437909066;139,5246885;126,5273281;153,0586221;20,78483814;0,51386124;20,27660247;1,466185385;80,24353274;65,87242039;15,28890696;18,9321573;0,945578299
3;111;41995,839;25106,70882;662,7674097;360,3335943;972,151882;268,5970989;668,3270082;466,325731;190,3094778;15,64909491;974,2144582;400,9147946;1982,649785;439,1370444;569,3821704;631,7041551;60,72555259;284,6461806;749,6727777;761,2635598;1270,939718;1136,739273;39,76753538;591,2402414;597,98393;175,3917387;513,3961829;359,8195887;847,9187158;561,3952296;150,3665983;20,24372764;11,08523861;8,311336733;35,65433484;74,78526592;35,31974877
3;121;107356,7973;62839,37618;4644,82417;570,1560908;1310,133709;2371,042374;719,2766534;2532,390868;853,6072291;1220,592029;1987,033708;2683,535968;134,0229817;235,3605995;1515,495212;1063,502846;1443,015484;1577,643117;2851,100925;1053,136677;1905,384333;2114,882926;1470,387588;2038,434099;965,7180076;487,3567921;485,5934393;4029,40233;101,9900797;1797,423088;148,9179248;24,91202182;10,77142709;61,8033608;72,75667584;9,625126995;26,19122726
3;122;1314,006656;190,7123792;12,412288;20,97751722;15,18646054;39,87093908;15,71411001;21,48515129;11,51626289;30,85457453;78,21120173;2,217308824;14,95569312;61,41642636;126,8237784;12,6520752;14,24975152;88,83213998;27,51009406;68,31228774;12,80078298;18,30553275;6,394469092;4,234127908;18,14672874;79,9705855;4,70990356;49,96834534;48,06441065;11,91127967;16,25353431;52,32328161;75,76076837;3,431073997;0,607553098;48,78506011;8,428778363
3;123;6544,417635;2482,129276;206,3024375;43,80049384;144,6279679;152,7435153;109,0636656;164,2168262;9,317829997;5,933442093;219,2427028;82,92904998;328,4652606;73,13815483;157,1356676;105,7445884;211,574308;86,74591492;308,9225713;281,0386248;174,3995089;76,43739991;223,8794802;90,67911642;59,41492929;0,871080422;206,0578744;125,811213;14,32867782;120,1580122;102,4297191;3,40386307;0,924201954;66,76193904;7,747690954;8,415034624;89,62559601
3;131;2416,150189;628,7287227;18,66715432;293,3187748;233,6065971;89,60030701;46,3527108;22,2426349;38,74372968;27,19599304;38,13837776;87,07711131;3,285245221;46,87024388;48,46863989;4,058546835;14,97083912;8,958795129;1,416773257;293,2602404;19,86035952;6,553240253;31,43638172;11,80254364;13,46420644;36,16147791;4,760172709;41,52549459;9,089196675;26,03164448;51,77841697;89,80046013;12,69087128;27,59795796;42,27432599;3,125261025;43,23674016
3;141;21716,96569;9786,185695;337,5361585;361,4372293;768,5560606;13,65851515;320,3304335;461,043755;-1,429002673;1230,685738;-265,6680566;1430,560269;291,6631303;567,6305446;23,04549878;170,8421132;373,3797222;-33,78693499;40,69684302;593,3180792;500,8168474;135,2051986;376,3539859;353,4607862;310,7357872;843,8621664;332,5473179;665,2919257;496,5687727;1015,14702;-23,85325694;64,12579457;61,63592099;36,2289622;40,478331;14,06352927;24,61080478
3;151;6893,449848;1046,654714;188,3644947;189,3506819;275,8410428;85,90519991;10,69990249;360,3693687;76,17315073;17,08304478;48,26921586;467,0348249;25,54599993;13,95667986;225,1552903;339,8375558;410,1221568;257,3825174;303,2943585;31,51128241;211,3363412;11,1486983;28,44722048;111,917043;525,4361813;62,41420522;523,8172221;616,2239227;104,4621504;34,89491838;142,6701092;35,23353031;13,9998248;5,280510232;37,57179983;52,56023014;3,484458852
3;161;37555,98992;18685,15924;1690,227977;295,7859434;124,1102719;666,7704224;1780,887375;368,6818152;313,712479;1339,33277;757,8762117;903,6455106;1041,186246;508,3363626;772,8801783;4,523426561;551,3603151;14,32131934;71,34908084;2160,905564;2032,142746;19,10653673;95,98155075;794,0808859;87,96662052;0;937,0445798;657,0944042;119,168171;374,6221631;148,3550784;38,58226951;18,10141185;40,25617834;36,77068043;41,10876978;64,55536767
3;162;1049,316431;146,1400791;5,844778671;76,50164373;5,350412037;28,43295308;27,72730735;1,019352383;8,478739704;9,541395421;49,35826894;0,858538471;48,17941143;16,44195898;51,05792155;29,18681463;15,39886716;7,786817872;17,04393398;5,213986357;15,13338902;129,4466384;4,696952619;18,86785805;23,48126703;8,649347234;45,99682495;14,09861353;5,013184381;43,74146329;1,266036481;14,23340364;20,45333833;49,79428134;45,25802865;50,08277113;9,539852517
3;171;1453,37684;283,4514358;9,093528576;30,03792724;44,00913507;5,681191724;48,49122893;12,81029298;0,576239087;10,88112851;12,62960999;17,83311127;295,0052805;64,29646907;6,817617712;30,82657466;16,09434061;6,634933203;68,13676218;10,49147262;43,17739448;35,88046228;24,10993129;147,5892167;1,114270948;42,67228525;36,72199226;43,04721041;32,48661348;29,78665252;0,056719427;26,77475589;0,809716292;0;5,825481361;2,437578206;7,088279115
3;172;1022,334202;48,75996447;24,22101678;43,32297178;93,66025651;26,5996397;0,610388391;14,29924045;6,28903868;24,98463095;42,47191744;45,51972747;1,47960339;70,00431787;22,36393825;15,00133458;27,03146896;49,54813168;1,474562455;12,16938334;7,612897759;1,577187351;50,45655016;28,08377999;12,25852661;84,49164129;25,45575253;71,06326469;6,034589514;19,62112073;38,8641643;4,716864452;15,42434865;24,35597648;2,806177068;17,64572747;42,05409997
3;181;12614,1525;7092,698185;183,9850501;293,7237262;7,760908995;61,51971146;10,93149832;164,2579433;230,9145667;137,9355352;202,3655364;72,11492993;306,8188113;167,286291;137,6927634;210,1154688;570,5801898;80,44459943;461,7008845;207,4301343;21,82187979;17,27914121;303,0291847;18,00978712;350,0015627;311,4000706;33,22378901;30,80429542;139,7847076;665,3770286;16,05419267;28,15127024;3,038391604;20,88703079;2,345193585;31,52916222;21,13907772
3;191;2158,999738;571,9618633;69,12735199;81,40430409;147,0553233;96,03640171;0,795975179;147,5688944;15,9626269;0,048219996;55,67531261;57,8863116;82,80414009;9,795483639;10,12933075;65,97093203;52,20737979;21,89221253;24,00276396;26,55172931;15,69416468;26,83425907;3,513690099;80,41735454;34,10973245;68,86242918;54,47440181;2,340027998;51,0915119;38,79074256;80,70180838;13,48709215;57,59706698;36,52663645;32,90385887;17,28736138;7,491042014
3;201;18579,28202;7365,713919;373,435145;45,28264599;1402,332526;218,1239963;247,852663;614,2977548;720,7416018;636,5737529;467,2265889;65,18436204;126,6184647;603,2128842;97,33357509;368,3515277;28,0428552;424,9884538;209,8877477;33,41423935;733,2678071;218,0631244;675,8355622;40,64378434;531,0177074;187,1708136;161,9373877;661,8696896;872,1970866;322,1858372;44,89059134;0;18,06905832;17,43707732;32,55012774;10,24140096;3,290258408
3;211;1015,572041;176,347717;39,70662453;60,06823703;21,29986686;77,56306625;28,46643455;6,573967346;3,245629519;0,539447709;20,95758857;52,28685366;87,6382776;67,97364917;26,37231368;29,99550358;37,5629306;10,12658904;18,9791287;17,35096006;7,803630946;38,0592797;3,778401106;7,014178121;20,51092159;5,182863037;9,936988197;10,91702616;6,78532874;15,80793593;0,122766491;6,708964417;29,38645831;8,988933335;13,21066652;43,28466572;5,018247426
3;212;1108,673336;14,17098679;3,119363516;53,14568739;82,15593302;0,201033633;31,53798939;42,21394634;1,242386983;10,55376351;83,9085642;82,12027854;30,99373274;6,950503374;65,73598746;15,85001981;17,96014789;5,453727943;43,00566211;13,68899667;2,872855961;4,490105204;66,60720582;4,958763687;41,78715351;47,6040596;76,95001712;13,27638866;47,60031198;1,990726389;17,20979957;10,88063978;22,45975305;0,986268976;60,19711295;60,65328832;24,14017449
